,vol_requests,event_time,hits,is_priority,category_id,amsl,amsl_unit,org_title,org_content_id,addresses_count,locality,region,postalcode,primary_loc,display_url,recurrence_type,hours,created_date,last_modified_date,status,Latitude,Longitude,Census Tract,BIN,BBL,NTA
47,300,0,1446,y,2.0,,,Share Our Strength ,42491,1,,NY,10013.0,,/opportunities/5496,onetime,0,June 30 2011,July 13 2011,approved,,,,,,
48,500,0,355,y,6.0,,,NYC Service,3747,1,,NY,10035.0,,/opportunities/5502,onetime,0,July 01 2011,July 01 2011,approved,,,,,,
49,25,0,17,,4.0,,,New York City Department of Sanitation,41239,1,,NY,,,/opportunities/5511,ongoing,0,July 08 2011,July 14 2011,approved,,,,,,
50,35,0,73,,1.0,,,New York Junior Tennis League,48727,1,,NY,10460.0,,/opportunities/5559,ongoing,0,July 26 2011,July 28 2011,approved,,,,,,
51,400,0,886,,1.0,,,The JCC In Manhattan,3831,1,,NY,10023.0,,/opportunities/5565,onetime,0,July 29 2011,August 23 2011,approved,,,,,,
52,20,0,155,,,,,American Diabetes Association,39913,1,"333 Seventh Avenue
New York, NY 10001
(40.747492275236596, -73.99319231774615)",NY,10001.0,,/opportunities/5358,onetime,0,May 12 2011,June 01 2011,approved,,,,,,
53,2,0,183,,1.0,,,Girl Scouts NYC,44253,1,,NY,10456.0,,/opportunities/5571,ongoing,0,August 01 2011,August 22 2011,approved,,,,,,
54,500,0,523,y,2.0,,,DOROT,397,1,"171 85th Street
New York, NY 10024
(40.786855600459035, -73.97516990427897)",NY,10024.0,,/opportunities/5562,onetime,0,July 28 2011,September 02 2011,approved,,,,,,
55,1,0,79,,1.0,,,Jewish Association for Services for the Aged (JASA),728,1,"132 31st Street
New York, NY 10001
(40.74849052268911, -73.99056629742063)",NY,10001.0,,/opportunities/5575,ongoing,0,August 01 2011,August 01 2011,approved,,,,,,
56,30,0,438,,1.0,,,New York City Department of Parks & Recreation,3706,1,,NY,10065.0,,/opportunities/5595,onetime,0,August 04 2011,August 04 2011,approved,,,,,,
57,90,0,172,,3.0,,,Tomorrow's Business Leaders ,49915,1,,NY,10017.0,,/opportunities/5603,ongoing,0,August 08 2011,August 15 2011,approved,,,,,,
58,20,0,101,,,,,Arthritis Foundation,49908,1,,NY,10168.0,,/opportunities/5609,ongoing,0,August 09 2011,August 09 2011,approved,,,,,,
59,30,0,74,,1.0,,,Street Project,3001,1,,NY,10040.0,,/opportunities/5627,onetime,0,August 15 2011,August 15 2011,approved,,,,,,
60,3,0,51,,1.0,,,Jewish Association for Services for the Aged (JASA),728,1,"132 31st Street
New York, NY 10001
(40.74849052268911, -73.99056629742063)",NY,10001.0,,/opportunities/5630,ongoing,0,August 15 2011,August 15 2011,approved,,,,,,
61,50,0,127,,3.0,,,New York College Goal Sunday,4013,1,,NY,10461.0,,/opportunities/5643,onetime,0,August 16 2011,August 21 2011,approved,,,,,,
62,5,0,15,,5.0,,,Police Athletic League Of New York,3067,1,,NY,112112.0,,/opportunities/5651,ongoing,0,August 17 2011,August 18 2011,approved,,,,,,
63,5,0,158,,3.0,,,New York College Goal Sunday,4013,2,,NY,10461.0,,/opportunities/5653,ongoing,0,August 18 2011,August 26 2011,approved,,,,,,
64,100,0,362,,3.0,,,GO Project,2234,2,,NY,10003.0,,/opportunities/5658,ongoing,0,August 19 2011,September 08 2011,approved,,,,,,
65,100,0,449,y,4.0,,,"Artichoke Dance Company, Inc.",32874,1,,NY,11217.0,,/opportunities/5659,onetime,0,August 19 2011,August 22 2011,approved,,,,,,
66,100,0,1250,,3.0,,,Reading Partners,39027,7,,NY,11233.0,,/opportunities/5667,ongoing,0,August 22 2011,September 16 2011,approved,,,,,,
67,2,0,278,,3.0,,,The Neighborhood Work Play Kids Theater,50876,1,,NY,11205.0,,/opportunities/5676,ongoing,0,August 24 2011,August 25 2011,approved,,,,,,
68,1,0,111,,1.0,,,The Neighborhood Work Play Kids Theater,50876,1,,NY,11205.0,,/opportunities/5680,ongoing,0,August 27 2011,August 31 2011,approved,,,,,,
69,2,0,121,,1.0,,,The Neighborhood Work Play Kids Theater,50876,1,,NY,11205.0,,/opportunities/5685,ongoing,0,August 29 2011,August 31 2011,approved,,,,,,
70,30,0,499,y,6.0,,,Metropolitan Council on Jewish Poverty,974,3,,NY,10021.0,,/opportunities/5692,onetime,0,August 30 2011,September 06 2011,approved,,,,,,
71,20,0,84,,1.0,,,Summer on the Hudson,51667,1,,NY,10023.0,,/opportunities/5716,onetime,0,September 02 2011,September 07 2011,approved,,,,,,
72,15,0,214,,5.0,,,New York City Department of Parks & Recreation,3706,1,,NY,10029.0,,/opportunities/5722,ongoing,0,September 07 2011,September 08 2011,approved,,,,,,
73,2,0,20,,5.0,,,New York City Department of Parks & Recreation,3706,1,,NY,10029.0,,/opportunities/5745,ongoing,0,September 14 2011,September 16 2011,approved,,,,,,
74,2,0,37,,5.0,,,New York City Department of Parks & Recreation,3706,1,,NY,10029.0,,/opportunities/5746,ongoing,0,September 14 2011,September 15 2011,approved,,,,,,
75,10,0,127,,1.0,,,Publicolor,155,1,,NY,10001.0,,/opportunities/5750,ongoing,0,September 15 2011,September 16 2011,approved,,,,,,
76,50,0,129,,3.0,,,Jumpstart for Young Children,3756,6,,NY,10002.0,,/opportunities/5755,ongoing,0,September 16 2011,September 19 2011,approved,,,,,,
77,20,0,616,,1.0,,,New York City Department of Parks & Recreation,3706,1,"8030 Park Lane
Kew Gardens, NY 11415
(40.711186177816984, -73.83543395214066)",NY,11415.0,,/opportunities/5192,onetime,0,March 11 2011,March 11 2011,approved,,,,,,
78,2,0,64,y,5.0,,,New York City Department of Parks & Recreation,3706,1,,NY,10029.0,,/opportunities/5756,ongoing,0,September 16 2011,September 19 2011,approved,,,,,,
79,1,0,10,,5.0,,,Jewish Association for Services for the Aged (JASA),728,1,,NY,11239.0,,/opportunities/5762,ongoing,0,September 19 2011,September 19 2011,approved,,,,,,
80,20,0,29,,3.0,,,Mosaic Preparatory Academy,52858,1,,NY,10029.0,,/opportunities/5780,ongoing,0,September 24 2011,September 26 2011,approved,,,,,,
81,20,0,38,,3.0,,,Mosaic Preparatory Academy,52858,1,,NY,10029.0,,/opportunities/5781,ongoing,0,September 24 2011,September 26 2011,approved,,,,,,
82,100,0,494,,5.0,,,National Multiple Sclerosis Society NYC Chapter,545,1,"30 Rockefeller Plaza
New York, NY 10112
(40.75845596029155, -73.97894749534568)",NY,10112.0,,/opportunities/4965,onetime,0,January 05 2011,January 06 2011,approved,,,,,,
83,1,0,471,,1.0,,,National Institute for the Psychotherapies,36722,1,"250 57th Street
New York, NY 10107
(40.766393521786576, -73.98218601253214)",NY,10107.0,,/opportunities/4962,ongoing,0,January 05 2011,January 06 2011,approved,,,,,,
84,5,0,304,,3.0,,,Blue Engine,36741,1,"150 Court
Brooklyn, NY 11201
(40.688807894259774, -73.99283183663935)",NY,11201.0,,/opportunities/4961,ongoing,0,January 04 2011,January 06 2011,approved,,,,,,
85,25,0,35,,1.0,,,Community Service Society/Retired & Senior Volunteer Program (RSVP),4279,1,"105 22nd St
New York, NY 10010
(40.73943216627024, -73.98656260495757)",NY,10010.0,,/opportunities/4960,ongoing,0,January 04 2011,January 19 2011,approved,,,,,,
86,12,0,102,,,,,American Red Cross in Greater New York,4442,1,"520 49th Street
Manhattan, NY 10019
(40.76448134234654, -73.99331603772264)",NY,10019.0,,/opportunities/4953,ongoing,0,January 03 2011,February 14 2011,approved,,,,,,
87,1,0,220,,1.0,,,National Institute for the Psychotherapies,36722,1,"250 57th Street
New York, NY 10107
(40.766393521786576, -73.98218601253214)",NY,10107.0,,/opportunities/4959,ongoing,0,January 04 2011,March 23 2011,approved,,,,,,
88,1,0,181,,2.0,,,DOROT,397,1,"171 85th Street
New York, NY 10024
(40.786855600459035, -73.97516990427897)",NY,10024.0,,/opportunities/4952,onetime,0,January 03 2011,January 06 2011,approved,,,,,,
89,3,0,203,,5.0,,,Bellevue Hospital,264,1,"27th Street
New York, NY 10016
(40.74271237865085, -73.98454533643442)",NY,10016.0,,/opportunities/5611,ongoing,0,August 10 2011,August 10 2011,approved,,,,,,
90,20,0,433,,1.0,,,New York City Department of Parks & Recreation,3706,1,"8030 Park Lane
Kew Gardens, NY 11415
(40.711186177816984, -73.83543395214066)",NY,11415.0,,/opportunities/5189,onetime,0,March 11 2011,March 11 2011,approved,,,,,,
91,5,0,367,,1.0,,,Hearts and Minds,39195,1,"165 105th Street
New York, NY 10025
(40.79937645675807, -73.96519802101764)",NY,10025.0,,/opportunities/5294,ongoing,0,April 14 2011,April 18 2011,approved,,,,,,
92,1,0,180,,2.0,,,New York Legal Assistance Group,104,1,"7 Hanover Square
New York, NY 10004
(40.7043068313896, -74.00918226342714)",NY,10004.0,,/opportunities/5642,ongoing,0,August 16 2011,August 17 2011,approved,,,,,,
93,20,0,160,,1.0,,,American Liver Foundation,38926,1,"39 Broadway
New York, NY 10006
(40.70625429589656, -74.01296358496856)",NY,10006.0,,/opportunities/5239,ongoing,0,March 31 2011,April 01 2011,approved,,,,,,
94,4,0,210,,1.0,,,Project Envision,40554,1,"30 Bay street
staten island, NY 10301
(40.638846834506786, -74.07333227142284)",NY,10301.0,,/opportunities/5389,ongoing,0,May 27 2011,June 02 2011,approved,,,,,,
95,3,0,1075,,2.0,,,Cathedral Community Cares,4235,1,"1047 Amsterdam Ave
New York, NY 10025
(40.80384978364436, -73.96317712587883)",NY,10025.0,,/opportunities/5042,ongoing,0,January 25 2011,January 25 2011,approved,,,,,,
96,50,0,108,,1.0,,,Friends of Van Cortlandt Park,161,1,"124 Gale Place
Bronx, NY 10463
(40.88463029202243, -73.89251933209881)",NY,10463.0,,/opportunities/5003,onetime,0,January 14 2011,January 25 2011,approved,,,,,,
97,20,0,274,,1.0,,,Street Vendor Project,19130,1,"123 William Street
New York, NY 10038
(40.70909122458545, -74.006906978693)",NY,10038.0,,/opportunities/5094,ongoing,0,February 09 2011,May 10 2011,approved,,,,,,
98,20,0,113,,1.0,,,Global Workers Justice Alliance,38964,1,"789 Washington Ave
Brooklyn, NY 11238
(40.672975949069446, -73.96279597119232)",NY,11238.0,,/opportunities/5243,onetime,0,April 01 2011,April 04 2011,approved,,,,,,
99,1,0,140,,2.0,,,Jewish Association for Services for the Aged (JASA),728,1,"132 31st Street
New York, NY 10001
(40.74849052268911, -73.99056629742063)",NY,10001.0,,/opportunities/4995,ongoing,0,January 13 2011,January 14 2011,approved,,,,,,
100,1,0,272,,2.0,,,Greater Chinatown Community Association,1232,1,"105 Mosco Street
New York, NY 10013
(40.714478163541, -73.99923576178304)",NY,10013.0,,/opportunities/5260,ongoing,0,April 11 2011,June 18 2011,approved,,,,,,
101,10,0,159,,1.0,,,The Family Center,44702,1,"315 36th Street
New York, NY 10018
(40.75386846842434, -73.99347110757526)",NY,10018.0,,/opportunities/5593,ongoing,0,August 03 2011,August 04 2011,approved,,,,,,
102,5,0,81,,2.0,,,Bronx ESL Program,52027,1,"312 114th St
New York, NY 10026
(40.80351104444168, -73.9572644026756)",NY,10026.0,,/opportunities/5726,ongoing,0,September 08 2011,September 08 2011,approved,,,,,,
103,15,0,154,,3.0,,,East Harlem Tutorial Program,448,1,"2050 Second Avenue
New York, NY 10029
(40.79013250049554, -73.94275604693821)",NY,10029.0,,/opportunities/5723,ongoing,0,September 07 2011,September 07 2011,approved,,,,,,
104,25,0,277,,2.0,,,Yorkville Common Pantry,779,1,"8 109th Street
New York, NY 10029
(40.795965732615855, -73.94910755186987)",NY,10029.0,,/opportunities/5617,ongoing,0,August 11 2011,August 15 2011,approved,,,,,,
105,1,0,392,,1.0,,,Hudson River Park,37596,1,"40 2nd
New York, NY 10014
(40.72501393263116, -73.99023147176524)",NY,10014.0,,/opportunities/5076,ongoing,0,February 04 2011,February 04 2011,approved,,,,,,
106,20,0,320,,1.0,,,New York City Department of Parks & Recreation,3706,1,"80 30 Park Lane
Kew Gardens, NY 11415
(40.708286075142325, -73.82855612156771)",NY,11415.0,,/opportunities/5185,onetime,0,March 11 2011,March 11 2011,approved,,,,,,
107,5,0,365,,1.0,,,Hearts and Minds,39195,1,"165 105th Street
New York, NY 10025
(40.79937645675807, -73.96519802101764)",NY,10025.0,,/opportunities/5293,ongoing,0,April 14 2011,April 18 2011,approved,,,,,,
108,5,0,0,,1.0,,,"Cents Ability, Inc.",37154,1,"37 Avenue
New York, NY 10009
(40.72664935898081, -73.97911148500697)",NY,10009.0,,/opportunities/5017,onetime,0,January 19 2011,January 26 2011,approved,,,,,,
109,100,0,259,,1.0,,,Manhattanville Community Center,1072,1,"530 133rd Street
Manhattan, NY 10027
(40.81810690053051, -73.95449058374143)",NY,10027.0,,/opportunities/5230,ongoing,0,March 25 2011,March 25 2011,approved,,,,,,
110,30,0,380,,4.0,,,Transportation Alternatives,2308,1,"127 26th St
New York, NY 10002
(40.601149489516224, -73.99944293492823)",NY,10002.0,,/opportunities/5468,ongoing,0,June 13 2011,June 13 2011,approved,,,,,,
111,99,0,46,,1.0,,,Catchafire,39853,1,"407 Broome Street
New York, NY 10013
(40.720962275372244, -73.99794973128115)",NY,10013.0,,/opportunities/5434,ongoing,0,June 06 2011,June 10 2011,approved,,,,,,
112,10,0,1060,,3.0,,,Children's Choice Family Services,33702,1,"1009 Broadway
Brooklyn, NY 11221
(40.695875302485035, -73.93322048320155)",NY,11221.0,,/opportunities/4998,ongoing,0,January 14 2011,August 24 2011,approved,,,,,,
113,10,0,184,,2.0,,,Metropolitan Council on Jewish Poverty,974,1,"80 Maiden Lane
New York, NY 10038
(40.70722063476455, -74.00745556513084)",NY,10038.0,,/opportunities/5200,ongoing,0,March 15 2011,March 21 2011,approved,,,,,,
114,20,0,12,,1.0,,,Street Project,3001,1,"441 Manhattan Avenue
New York, NY 10026
(40.80669464442542, -73.95561864336202)",NY,10026.0,,/opportunities/5036,onetime,0,January 24 2011,January 25 2011,approved,,,,,,
115,2,0,247,,5.0,,,Grand Central Neighborhood Social Services Corporation,84,1,"120 32nd Street
New York, NY 10016
(40.745396854908336, -73.9813392534)",NY,10016.0,,/opportunities/5193,ongoing,0,March 11 2011,July 05 2011,approved,,,,,,
116,3,0,200,,2.0,,,The Lenox Hill Neighborhood House,2138,1,"331 70th Street
New York, NY 10001
(40.63454489394634, -74.02560091774434)",NY,10001.0,,/opportunities/5488,ongoing,0,June 26 2011,June 27 2011,approved,,,,,,
117,20,0,197,,2.0,,,Community Service Society/Retired & Senior Volunteer Program (RSVP),4279,1,"105 22nd Street
New York, NY 10010
(40.73943216627024, -73.98656260495757)",NY,10010.0,,/opportunities/5038,ongoing,0,January 25 2011,March 04 2011,approved,,,,,,
118,12,0,163,,2.0,,,"Talk Therapy Television, Inc.",50265,1,"95 21 106 Street
Ozone Park, NY 11416
(40.68457809700163, -73.8496016684822)",NY,11416.0,,/opportunities/5655,ongoing,0,August 19 2011,August 19 2011,approved,,,,,,
119,15,0,544,,3.0,,,Reach Out and Read-Morris Heights Health Center,38171,1,"85 Burnside Avenue
Bronx, NY 10453
(40.85327655150609, -73.9058481060323)",NY,10453.0,,/opportunities/5142,ongoing,0,February 28 2011,July 07 2011,approved,,,,,,
120,15,0,291,,1.0,,,"Resources for Children with Special Needs, Inc.",42859,1,"116 16th St
New York, NY 10003
(40.73551330580631, -73.98834497200824)",NY,10003.0,,/opportunities/5500,onetime,0,July 01 2011,July 02 2011,approved,,,,,,
121,50,0,3816,y,5.0,,,The Greater New York City Affiliate Of Susan G. Komen For The Cure,2424,1,"470 7th Avenue
New York, NY 10018
(40.75207881758604, -73.98985583301749)",NY,10018.0,,/opportunities/5493,ongoing,0,June 29 2011,August 12 2011,approved,,,,,,
122,200,0,480,,1.0,,,Dumbo Arts Festival,28912,1,"45 Main Street
Brooklyn, NY 10010
(40.70283077508606, -73.99064762914425)",NY,10010.0,,/opportunities/5604,ongoing,0,August 08 2011,August 09 2011,approved,,,,,,
123,99,0,73,,1.0,,,Catchafire,39853,1,"407 Broome Street
New York, NY 10013
(40.720962275372244, -73.99794973128115)",NY,10013.0,,/opportunities/5409,ongoing,0,June 06 2011,June 08 2011,approved,,,,,,
124,5,0,80,,2.0,,,FEGS,2833,1,"315 Hudson St
New York, NY 10013
(40.72636283816059, -74.00749200433894)",NY,10013.0,,/opportunities/5761,ongoing,0,September 19 2011,September 19 2011,approved,,,,,,
125,20,0,242,,1.0,,,Citymeals-on-Wheels,101,1,"355 Lexington Ave
New York, NY 10017
(40.75016951126717, -73.97694147468593)",NY,10017.0,,/opportunities/5666,ongoing,0,August 22 2011,August 22 2011,approved,,,,,,
126,2,0,56,,3.0,,,Girl Scouts NYC,44253,1,"160 120th St
Harlem, NY 10035
(40.80086116283244, -73.93905667795286)",NY,10035.0,,/opportunities/5573,ongoing,0,August 01 2011,August 22 2011,approved,,,,,,
127,1,0,175,,1.0,,,Big Apple Greeter,92,1,"1 Centre Street
New York, NY 10007
(40.71320112625938, -74.00400216853836)",NY,10007.0,,/opportunities/5486,ongoing,0,June 23 2011,June 24 2011,approved,,,,,,
128,1,0,64,,1.0,,,Up2Us,37687,1,"116 Seaman Ave
New York, NY 10034
(40.86858598648183, -73.9237466706436)",NY,10034.0,,/opportunities/5223,ongoing,0,March 22 2011,March 22 2011,approved,,,,,,
129,5,0,589,,1.0,,,Future Grads,37545,1,"218 73 Hempstead Avenue
Queens Village, NY 11429
(40.70991312049415, -73.73864031609764)",NY,11429.0,,/opportunities/5070,ongoing,0,February 03 2011,February 03 2011,approved,,,,,,
130,99,0,64,,1.0,,,Catchafire,39853,1,"407 Broome Street
New York, NY 10013
(40.720962275372244, -73.99794973128115)",NY,10013.0,,/opportunities/5419,ongoing,0,June 06 2011,June 09 2011,approved,,,,,,
131,17,0,282,,1.0,,,Future Grads,37545,1,"260373 Bellerose
NY 11426
(40.73704138495202, -73.72415699894628)",NY,11426.0,,/opportunities/5069,ongoing,0,February 02 2011,February 03 2011,approved,,,,,,
132,2,0,29,,1.0,,,Harm Reduction Coalition,3899,1,"22 27th Street
New York, NY 10001
(40.74483028202985, -73.98955006352747)",NY,10001.0,,/opportunities/5335,onetime,0,April 28 2011,May 11 2011,approved,,,,,,
133,1,0,329,,1.0,,,Live Out Loud - Volunteers,18819,1,"570 7th Ave
New York, NY 10018
(40.75520845824798, -73.98756256184276)",NY,10018.0,,/opportunities/5380,ongoing,0,May 23 2011,September 14 2011,approved,,,,,,
134,10,0,98,,5.0,,,Bike New York,38740,1,"475 Riverside Drive
New York City, NY 10115
(40.810551000428404, -73.96469400002803)",NY,10115.0,,/opportunities/5514,ongoing,0,July 12 2011,July 14 2011,approved,,,,,,
135,1,0,98,,2.0,,,New York Asian Women's Center,24,1,"32 Broadway
New York, NY 10004
(40.70604252290616, -74.01308532103428)",NY,10004.0,,/opportunities/5557,ongoing,0,July 26 2011,August 18 2011,approved,,,,,,
136,1,0,150,,2.0,,,Coney Island Lighthouse Mission,2068,1,"2114 Mermaid Ave
Brooklyn, NY 11224
(40.576224014939264, -73.9881199499576)",NY,11224.0,,/opportunities/5596,ongoing,0,August 04 2011,August 24 2011,approved,,,,,,
137,2,0,44,,3.0,,,Up2Us,37687,1,"10 27 46th Ave
Long Island City, NY 11101
(40.74570244980828, -73.93866902925225)",NY,11101.0,,/opportunities/5148,ongoing,0,March 01 2011,March 09 2011,approved,,,,,,
